Rank,Name,Platform,Year,Genre,Publisher,NA_Sales_M,EU_Sales_M,JP_Sales_M,Other_Sales_M,Global_Sales_M,Regional_Sum,Sales_Diff,log_Global_Sales_M,log_NA_Sales_M,log_EU_Sales_M,log_JP_Sales_M,Era,Publisher_Strength
16403,Pro Evolution Soccer 2010,PC,2009,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.031796637834008185
16404,Memories Off,PSP,2008,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0001827264125984817
16405,Tenchu San Portable,PSP,2009,Action,From Software,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0001827264125984817
16406,Ratchet & Clank: Full Frontal Assault,PSV,2012,Adventure,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Post-Peak,0.06810202187336051
16407,Vitamin X,PS2,2007,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0027050235190192408
16408,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.0018026016653887025
16409,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.08154978902385981
16410,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.028484020967575588
16411,Sega Rally Revo,PC,2007,Racing,Sega,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.030602750536969026
16412,"Element Girl: Love, Fashion and Friends",DS,2008,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.0004024465160911345
16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.028484020967575588
16414,Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Post-Peak,0.08154978902385981
16415,Time Leap,X360,2009,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,6.838227710740725e-05
16416,The Godfather (JP sales),X360,2006,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.12446919658671544
16417,thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.00011994924017200945
16418,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0007645362784795369
16419,Chaos;Child,PS3,2015,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.0001827264125984817
16420,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,9.416575863970836e-05
16421,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.031796637834008185
16422,Routes PE,PS2,2007,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.00014012761702337552
16423,Winning Eleven: Pro Evolution Soccer 2007,PC,2006,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.031796637834008185
16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0027050235190192408
16425,Railfan,PS3,2006,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,1.1210209361870042e-06
16426,SoniPro,3DS,2014,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,4.484083744748017e-06
16427,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.005553537717870418
16428,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.0001827264125984817
16429,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,0.031796637834008185
16430,Virtua Quest,GC,2007,Role-Playing,Unknown,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.005553537717870418
16431,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.00011210209361870042
16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.000528000860944079
16433,Golden Time: Vivid Memories,PSV,2014,Adventure,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,3.0267565277049114e-05
16434,Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00010761800987395239
16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,3.0267565277049114e-05
16436,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.005366327221527189
16437,Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Adventure,Russel,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.00013564353327862752
16438,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00016591109855567662
16439,Worms 2,PC,1997,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,RPG Dominance,0.00022644622910977485
16440,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.031796637834008185
16441,Brothers Conflict: Precious Baby,PSV,2017,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00045065041634717573
16442,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.006003067113281407
16443,Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0001827264125984817
16444,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.006003067113281407
16445,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.005366327221527189
16446,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,2.466246059611409e-05
16447,Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.08154978902385981
16448,Wade Hixton's Counter Punch,GBA,2004,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,9.864984238445636e-05
16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0004674657303899807
16450,Legacy of Kain: Defiance,PC,2003,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Transition,0.011095865226378968
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.053217105882669466
16452,King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,1.1210209361870042e-05
16453,Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.001600817896875042
16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,3.363062808561012e-06
16455,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,3.1388586213236114e-05
16456,Winx Club: Saving Alfea,3DS,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.028484020967575588
16457,Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,6.838227710740725e-05
16458,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.022520189587060726
16459,Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.20027711637542542
16460,Juggler DS,DS,2008,Misc,Commseed,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,1.1210209361870042e-06
16461,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0004674657303899807
16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.053217105882669466
16463,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.005553537717870418
16464,Razor Freestyle Scooter,GBA,2001,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,0.053217105882669466
16465,Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.0002499876687697019
16466,Vitamin Y,DS,2008,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0027050235190192408
16467,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,0.00024886664783351495
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.01,0.02,-0.01,0.009950330853168083,0.0,0.009950330853168083,0.009950330853168083,Shooter Boom,0.002579469174166297
16469,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0002499876687697019
16470,Memories Off #5: Togireta Film,PSP,2009,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0001827264125984817
16471,Exstetra,3DS,2013,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00014797476357668456
16472,Lucian Bee's: Resurrection Supernova,PS2,2009,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0001827264125984817
16473,Amnesia Later,PSV,2014,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00045065041634717573
16474,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.00014349067983193654
16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,1.1210209361870042e-06
16476,Captain Rainbow,Wii,2008,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.20027711637542542
16477,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.000528000860944079
16478,Space Raiders,GC,2003,Shooter,Taito,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,0.00031836994587710915
16479,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,3.699369089417114e-05
16480,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00045065041634717573
16481,Ishin no Arashi: Shippuu Ryuumeden,DS,2010,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.006003067113281407
16482,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.00016703211949186362
16483,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.0001827264125984817
16484,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,Role-Playing,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,3.0267565277049114e-05
16485,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Post-Peak,0.028484020967575588
16486,Hospital Tycoon,PC,2007,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.005366327221527189
16487,Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.0001076180098739524
16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.00010761800987395239
16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0002174780616202788
16490,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010,Misc,Dorart,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,3.363062808561012e-06
16491,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.0001894525382156037
16492,Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.005366327221527189
16493,SBK Superbike World Championship,PSP,2008,Racing,Black Bean Games,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.00036881588800552435
16494,Summer Athletics,PC,2008,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.0004024465160911345
16495,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,Paon,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,2.8025523404675104e-05
16496,The Smurfs,3DS,2007,Action,Unknown,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.005553537717870418
16497,Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.005553537717870418
16498,Unending Bloody Call,PSP,2012,Action,Asgard,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,2.8025523404675104e-05
16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,5.605104680935021e-06
16500,Snood 2: On Vacation,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.0014427539448726742
16501,The Land Before Time: Into the Mysterious Beyond,GBA,2006,Platform,Game Factory,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.0004248669348148746
16502,Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,3.363062808561012e-06
16503,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,2.466246059611409e-05
16504,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Shooter Boom,0.08154978902385981
16505,Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.001600817896875042
16506,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,1.1210209361870042e-06
16507,Mystereet,PS2,2006,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,2.6904502468488097e-05
16508,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Post-Peak,0.053217105882669466
16509,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,RPG Dominance,0.0002903444224724341
16510,Romeo Vs. Juliet,PSP,2013,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,2.466246059611409e-05
16511,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.005366327221527189
16512,Trine,PC,2009,Action,Nobilis,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.0002174780616202788
16513,Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,1.1210209361870042e-06
16514,Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.011095865226378968
16515,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Post-Peak,0.0001076180098739524
16516,Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.0008418867230764401
16517,National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.053217105882669466
16518,Knights in the Nightmare: DHE Series Special Pack,DS,2008,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,7.286636085215528e-05
16519,DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,3.0267565277049114e-05
16520,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.009950330853168083,0.0,Shooter Boom,0.031796637834008185
16521,Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,0.0002197201034926528
16522,Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.0004674657303899807
16523,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.002579469174166297
16524,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Post-Peak,0.0001827264125984817
16525,Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.009950330853168083,0.009950330853168083,0.0,0.0,Transition,0.0002174780616202788
16526,Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,Shooter Boom,0.028484020967575588
